module	term_id_REAC	genes_hugo
18	REAC:R-HSA-71291	HSPE1;TALDO1;ALDH6A1;GRHPR;DERA;LAP3;DNPEP;C11orf54;PGM2L1;ATIC;PITPNB;CKB;PGM1;ESD;OAT;ASS1;PLBD2;PGM2;DCXR;OXCT1;ABAT;ISOC2;ISOC1;RPIA;AGXT;FAHD1;MVD;SOD3;PHGDH;ALDH8A1;ZDHHC5;NANS;NPEPL1;MDH1;PEPD;PTGR1;SERPINB5;GPT;THOP1;FH;PLBD1;TPI1;GOT2;ADSL;RIDA;NIT2;GPT2;NAMPT;ADSS1;SORD;QDPR;ADK;AGXT2;SI;ADSS2;HIBADH;CPVL;CKM;PIR;CKMT1B;GCAT;ASB9;MSRA;ADHFE1;BPHL;FAH;GDA;PDXK;NHLRC2;MPI
20	REAC:R-HSA-380270	ESPL1;LGALS3BP;CIB1;PCM1;CNTLN;CEP57;MARK4;CEP250;NINL;MASTL;PLK4;CENPJ;SASS6;PCNT;OFD1;CCDC138;KIAA0753;FBXO43;TUBGCP4;None;CEP135;TUBG1;TUBG2;SFI1;PLK2;PLK3;CEP152;MZT1;TUBD1;CDK5RAP2;PDE4DIP;PLK5;CEP192;CEP131;PPP2R3C;TUBGCP2;TUBGCP6;TUBGCP3;PIBF1;CEP43;NEDD1;SCAF11;KIAA1328;TOPORS;KIZ;CEP72;CCDC18;CCDC77;TUBGCP5;TENT5C;CCDC14;CCDC13;CEP295;CCDC183;STIL;MZT2B;LY6G5B;MZT2A;RTTN;CEP295NL;TTLL5;CCDC61;PTTG2;GRIPAP1;CEP19;TMEM35A;TMEM35B
21	REAC:R-HSA-1799339	RPL34;RPL37A;None;RPL31;RPL7A;ZNF593;TTC5;GNL2;RPL13A;RPL37;LLPH;RPL3;NMD3;TMCO1;RPL19;RPL15;TMA16;SRPRB;RPL39;PA2G4;SRPRA;LSG1;RPL18A;RPL11;RPL29;PELO;SRP54;RPL8;RPL23;SRP68;CCDC47;SRP19;RPN1;NCLN;BTF3;RPL38;RPL5;RPL30;SEC61A1;OSTC;SRP9;SEC61G;ETF1;LTN1;TMEM147;HBS1L;STT3A;ZNF622;RPL23A;NEMF;XBP1;RPL21;RPL9;RPL27A;SEC61B;RPL27;RPL28;RPL36A;CCDC124;LYAR;RPL22;RPL26;RPL35;RPL24;SRP14
22	REAC:R-HSA-5635851	ZBTB17;ZSCAN10;ZBTB48;IKZF4;IKZF3;PRDM14;STK36;GLI3;PRDM4;HINFP;ZNF513;SUFU;GLI2;PRDM5;ZNF45;ZNF585A;ZNF8;ZNF585B;GLI1;ZNF473;CTCFL;ZNF281;ZBTB43;MTSS1;SALL4;ZNF787;ZNF652;NACC1;SALL3;ZFP28;ZBTB47;ZFP37;ZNF287;ZFP3;ZNF382;ZNF667;ZNF710;KLF15;ZFP62;ZBTB20;GLIS1;PRMT7;IKZF5;IKZF2;GLIS3;ZNF768;GZF1;ZNF423;ZNF697;RBAK;RBAK-RBAKDN;ZBTB14;MYNN;ZIC1;ZFP92;None;ZIC2;ZNF235;ZIC3;ZBTB6;ZBTB26;CCN5;ZFAT;KLF12;ZBTB4;ZFP57;ZNF770;ZNF121
23	REAC:R-HSA-141430	ANAPC1;UBE2C;CBX6;CDC20B;CDC23;ASXL1;ANAPC16;CBX2;BRCA1;PCGF2;EED;BARD1;BABAM2;CDC27;SAMD13;CDC16;FZR1;SCML2;BAP1;COMMD3-BMI1;EZH2;SUZ12;ANAPC2;PHC3;PCGF3;CDC20;CDC26;BUB1B;CDK1;ANAPC15;CBX7;CBX4;PHC2;SAMD1;ZFP42;FBXO5;ANAPC4;ASXL3;CBX8;PLK1;NEK2;PCGF1;EZH1;ANAPC5;ANAPC11;MAD2L1;AURKA;None;BRCC3;UBE2D1;ASXL2;RNF2;BMI1;UBE2E1;AURKB;AEBP2;YY2;PTTG1;PCGF6;UBE2S;PHC1;BUB3;RING1;UBAP2L;ANAPC13;ANAPC7;ANAPC10;PCGF5
24	REAC:R-HSA-8951664	COPS5;ERCC8;CUL1;COMMD9;CRBN;BTBD1;FEM1B;DCAF15;None;DCAF12L1;COMMD8;COMMD5;DCAF8L1;CUL4A;DCUN1D4;COMMD3;DCUN1D2;DCAF7;CDKN1B;CUL4B;COMMD4;COPS2;DDB1;CUL5;DCAF17;CAND1;TRPC4AP;RNF7;COPS3;COPS7A;DCAF8;DCAF5;DDA1;GPS1;DCAF12;COPS4;DCUN1D1;COMMD2;DCUN1D5;COPS8;VHL;DCAF16;NEDD8;CUL2;CCDC22;COMMD6;COPS7B;COP1;COPS6;COMMD7;DDB2;DET1;DTL;UBE2M;DCAF6;WDTC1;DCAF11;COMMD10;RBX1;FBXW5;COMMD1;DCAF12L2;LRR1;DCAF1;DCAF4;DCAF8L2;DCAF10
25	REAC:R-HSA-3371568	STIP1;SMYD2;PPIL6;HYPK;PTGES3L-AARSD1;HSP90AB1;HSPA4;TTC31;NKTR;GTSE1;CDC37;BAG3;HSPB6;OLR1;PPID;SLC6A4;EEF1AKMT3;AIP;SNCA;VRK3;AIPL1;NR3C2;None;MBP;DNAAF4;TTC28;PINK1;PTGES3;DNAJC7;FKBP4;CPS1;PARK7;UCHL1;CHORDC1;SUGT1;HSPA1A;PRNP;FKBPL;CDC37L1;ST13;TTC4;HSF1;HSPB1;LAMP2;HTT;LRRK1;FKBP5;TOMM34;CRYAB;PTGES3L;TTC12;ERG;TTC1;HSPB8;TRAP1;SGTA;ITGB1BP2;SMYD3;HSPA1B;HSP90AA1;BAG5;HSPA8;AHSA1;BAG2;HSPB2;DNAJC6
26	REAC:R-HSA-166658	MBL2;VSIG4;C3;CD46;MYOM2;C1QA;C1QC;SERPING1;TLL1;C1S;None;MASP2;CFP;C4B;C4A;CRP;PTX3;SERPINA4;C3AR1;CFHR1;PROS1;C4BPB;KLK4;FCN1;CD33;C4BPA;C5AR1;CFD;C5AR2;MASP1;OCA2;F12;KLKB1;CFH;FCER2;CR2;IFITM1;KLK1;CFB;PLEKHA3;APCS;SPINK2;FCN2;C2;CFI;MYBPH;CFHR4;CFHR2;AGBL1;F13B;CFHR5;AGBL4;AGBL3;CD93;CR1;CFHR3;COLEC10;FFAR2;FCN3;COLEC11;TMEM89
27	REAC:R-HSA-1483255	PIKFYVE;PIK3C2B;PTEN;PIK3CD;PI4K2A;IPMK;INPP5J;MTMR14;ITPKA;PLCB4;PLCG2;ITPKB;SYNJ2;PI4K2B;IMPA1;None;PIK3C2G;MTMR4;BPNT2;PI4KB;MINPP1;PIK3CG;PLCB2;PIP5K1B;PIP5KL1;INPP4B;ITPKC;MTM1;PIP4K2B;IMPA2;PIK3R2;PLCD4;MTMR3;MTMR8;PIP4K2A;INPP5K;CDIPT;PLCB1;PI4KA;INPP5E;PIK3R1;PIP4K2C;PIP4P2;PLCD3;MTMR7;PLCZ1;PLCH2;SACM1L;OCRL;PIK3R3;PIK3C2A;PIP5K1C;INPP5B;PIP4P1;PLCG1;PLCE1;PIP5K1A;PLCB3;PLCD1;INPP1;INPP5A;MTMR1;PLCH1;MTMR2;MTMR6
28	REAC:R-HSA-6783310	FAAP100;SLX4;FANCD2;None;FAN1;SLX4IP;FANCE;FANCA;FAAP20;FANCI;SLX1A;EME2;EME1;FANCC;MUS81;SLX1B;FANCL;FANCG;FANCM;FAAP24;DCLRE1A;FANCF;XRCC3;TOP3A;RMI1;WRNIP1;RAD54L;RAD54B;MSH5;PALB2;BHLHE40;ZRANB3;IGHMBP2;FBH1;HES1;RECQL;RAD51D;MSH4;RAD51B;PSMC3IP;XRCC2;MND1;SFR1;RAD51AP1;EXD2;PIF1;HELQ;HELB;ETAA1;CCDC69;SPIDR;RFWD3;PRIMPOL;RNF212;RAD51C;POLN;GEN1;POLQ;SPATA22
29	REAC:R-HSA-373755	CDK5;SEMA3F;PLXNA2;PLXNA3;PLXNC1;PLXNB2;PLXNB3;PLXNA1;NRP1;NRP2;PLXND1;PLXNA4;PLXNB1;RRAS;ARHGEF11;FARP2;MICAL1;DLK1;WDFY2;SEMA4A;ARHGEF12;DPYS;RND3;RND2;RND1;PRDM6;PLEKHG5;DPYSL2;GIPC1;SEMA6A;DPYSL5;CRMP1;CEMIP;CDK5R1;FARP1;SEMA5A;SEMA3C;SEMA3A;SEMA5B;DPYSL4;PRAG1;SEMA4D;SEMA3B;CBFA2T2;CABLES2;RIN2;SEMA6B;FIBP;SEMA4C;SEMA3G;TMEM94;C2CD5;CABLES1;VEGFC;None;SEMA3D;SEMA6C;SEMA6D;SEMA4B;SEMA7A;PGF;VEGFB;CDK5R2;AATK
30	REAC:R-HSA-72163	SNRPF;USP39;WBP4;SF3B1;SF3A3;PRPF3;SF3B2;PRPF8;RBM42;SNRPC;UBL5;SNRNP40;SNRPB;SNRNP200;ZMAT2;PPIH;PPP1R42;SF3B5;RBMX2;RBM25;SMU1;LSM5;PRPF4B;SNRPN;SF3A2;PRPF38A;DHX16;SNRPD1;LSM8;SRRM2;PRPF31;SNIP1;LSM6;SNRPD3;SNRPA;SF3B6;LSM10;DAW1;SF3B3;SF3B4;CWC27;SNRPA1;NAA38;IK;SART1;PRPF6;MFAP1;LSM2;SF3A1;SNRPD2;BUD13;PHF5A;DDX23;SNRPE;EFTUD2;LSM4;TXNL4A;PRPF4;TXNL4B;RNF113A;LSM7;SNRPB2;SNRPG;LSM3;CWC22
31	REAC:R-HSA-1980145	MSN;PRKCI;PARD6A;NOTCH2;LLGL2;NOTCH2NLR;JAG1;None;LLGL1;PARD6G;CRB2;RASSF10;PARD3;PARD6B;JAG2;PARD3B;CRB1;NOTCH3;MIB1;LRRC1;DLL1;BTBD8;EGFL7;GPSM2;MAML1;PALS1;RASSF7;PPP1R13B;RASSF8;NEURL1B;NEURL1;DLL3;ECT2L;TACC3;MAML3;CRB3;INSC;TP53BP2;NUMBL;MCF2;EPB41L4B;DTX2;LFNG;NOTCH4;DNER;DTX1;DLL4;MAMLD1;MAML2;ELF3;DTX4;CNTN1;FRMD6;FRMPD4;NRARP;KIAA1614;ELF4;MFNG;RFNG;POFUT1;PTCRA;LAYN
32	REAC:R-HSA-1221632	None;H2BC17;STAG1;NCOA6;RARB;SYCP2;TERF2;NCAPG2;H2AJ;SYNE1;SUN2;TERF1;NEIL3;H2BC3;H2BC1;SMC1B;SMC1A;H2AC14;H2BC13;KDM6A;H2BC21;H2AC20;H2BC12L;H2BC12;NCAPD3;NCAPH2;EGR2;H2BC15;H2AC7;MAFB;H2BC9;H2BC5;RARG;POT1;H2AZ1;SUN1;LMNB1;H2BC11;H2AX;PAXIP1;H2AC6;ATRX;STAG3;STAG2;PAX6;RAD21;REC8;KMT2D;H2AB1;PKNOX1;RARA;TERF2IP;TINF2;SMC4;LMNA;SMC2;H2AZ2;KMT2C;H2BC14;SYNE2;SMC3;CTCF;SYCP3;HOXB1
33	REAC:R-HSA-156588	UGT1A10;AKR1C1;BLVRA;UGT1A1;UGT2B15;HSD17B3;SRD5A3;CYP2A6;GUSB;HSD11B1L;AKR1C2;ALDH1A1;UGT1A5;HSD17B6;CBR1;CYP19A1;UGT1A3;CYP3A7-CYP3A51P;AKR1C3;SRD5A2;None;ALDH1A2;HSD17B12;CYP3A5;UGT2B28;UGT2B11;CYP26A1;AKR1C4;UGT1A6;UGT2A3;CYP2C9;CYP2C18;CYP2S1;UGT2B17;HSD17B1;UGT1A8;CYP1A1;HSD11B1;BLVRB;MIOX;UGT2A2;COMT;UGT2B7;HSD17B2;SRD5A1;AOX1;UGT1A7;UGT2B10;UGT1A9;HSD17B8;ALDH1A3;UGDH;LRTOMT;CBR3;UGT2B4;CYP26B1;CES1;SULT1E1;AKR1D1;CES2;UGT1A4
34	REAC:R-HSA-8980692	PLEKHG6;SYNGAP1;SLC26A1;SLC7A2;CPB2;SRGAP2C;ARHGAP21;SLC26A7;LPXN;SRGAP2B;ARHGAP26;SRGAP1;STARD13;RALBP1;PRICKLE2;PRICKLE1;NET1;RASGEF1B;ARHGAP15;FGD1;ARHGAP10;DAB2IP;CHN2;ARHGAP42;FGD2;FGD4;OPHN1;None;ARHGAP19;ARHGAP23;ARHGAP40;ARL15;ARHGAP30;ARHGEF17;RAPGEFL1;ARHGEF35;ARHGEF18;ARHGEF10L;ARHGEF10;AKAP13;ARHGEF28;OSBPL10;ARHGEF2;RASGEF1C;RAPGEF2;LHX5;RAPGEF4;RAPGEF5;GARNL3;SORBS2;KMT5B;CYP2A7;C2CD2;UGCG;SAPCD1;ARHGEF3;ARHGEF19;CGNL1;WSCD2;WSCD1
35	REAC:R-HSA-1482788	CHDH;PLA2G4F;PLA2G2A;CYP4F2;SELENOI;PAFAH1B3;PTGS1;LPCAT1;FADS2;PLA2G3;PLA2G2E;ALOX15;PNPLA7;PLA2G15;CYP4F3;GDPD1;ENPP6;PEDS1;None;LYPLA1;ALOX12;TMEM86B;PAFAH1B2;PLA2G4C;PTDSS1;PLA2G4D;LPCAT4;PLA2G2F;GDPD3;PEDS1-UBE2V1;CYP4A11;PISD;CHPT1;ALOX15B;PLA2G4B;PNPLA6;CYP4F8;PLA2G5;CYP2U1;LPCAT2;CYP4A22;CYP2C19;PLA2G12B;PLA2G10;PTGS2;PLA2G4E;JMJD7-PLA2G4B;PLAAT3;PLB1;PEMT;CEPT1;PLA2G2D;PAFAH2;CYP2J2;PLA2G1B;PLA2G4A;ALOX5;PLA2G6;PTDSS2;PLA2G2C;PLA2G12A
36	REAC:R-HSA-3108214	NSMCE2;PJA1;MAGEA10;MAGEH1;None;MAGED2;MAGED1;NSMCE3;TRO;NSMCE1;SMC5;EID3;NSMCE4A;SMC6;P4HA3;MAGEA1;PWWP3A;TRIM8;MAGEB2;EID2B;FBXO21;MAGEC2;MAGEA3;MAGEE1;TRIM27;MAGEA4;MAGEF1;MAGEB18;TRIM31;MAGEB10;MAGEB4;EID1;MAGEA11;MAGEA8;MDM1;MAGEB3;MAGEA9;FAM216A;MAGEA9B;TUFT1;MAGEA6;MAGEA2;MAGEA2B;EID2;MAGEB6;CTAG1A;MAGEA12;MAGEC1;MAGEE2;ZNF597;MAGEB16;MAGED4B;MAGEB5;MAGEB1;MAGEC3;MAGED4;MAGEB17;FICD;BEX5
37	REAC:R-HSA-6799198	NDUFA11;NDUFA12;NDUFA9;NDUFB6;NDUFC2-KCTD14;NDUFAF7;NDUFS4;MT-ND6;NDUFV3;NDUFB4;NDUFA13;NDUFB8;NDUFS3;FOXRED1;NDUFV1;NDUFS2;NDUFV2;NDUFA5;NDUFA8;MT-ND3;NDUFS6;MT-ND4L;NDUFAF1;NDUFB3;NDUFA4;NDUFA6;MT-ND1;NDUFB1;WDR93;NDUFS5;ACAD9;NDUFB9;NDUFAF6;MT-ND4;None;NDUFC1;TIMMDC1;NDUFAF3;NDUFS7;NDUFB7;NDUFAF5;MT-ND5;TMEM126B;NDUFB5;NDUFA10;NDUFC2;NDUFB2;NDUFAB1;NDUFA1;ECSIT;NDUFS1;NDUFA7;NDUFB11;NDUFA2;MT-ND2;NDUFB10;NDUFA3;NDUFAF4;NDUFS8
38	REAC:R-HSA-170660	HPRT1;PDE5A;GUCA2B;NPPB;ADCY8;PDE6G;ADCY4;NPR1;GCH1;ADCY3;GUCY1A2;GUCY2F;GMPR2;None;ENTPD3;APRT;ADCY1;PDE9A;ENTPD8;PDE11A;PDE2A;ADCY5;NUDT2;ADCY9;PDE6A;GUCY1B1;GUCY2C;NPPA;GUCA1B;PDE6C;GUCY2D;PRKG2;ADCY6;PDE1B;NPR3;GMPR;ENTPD2;PDE10A;ADCY2;PDE1C;ADCY7;RD3;PDE3B;PDE3A;NTPCR;ENTPD1;PDE6B;NPR2;GUCY1A1;PDE6H;GUCA1C;PDE6D;NPPC;ADCY10;ITPA;PDE1A;GMPS;GUK1;GUCA2A
39	REAC:R-HSA-379724	None;SARS2;SARS1;CALU;SDCBP;VARS2;AARS1;AARS2;C9orf78;DARS1;RTF2;LARS1;TRMT1;KARS1;TARS1;FARSB;ASNS;GFPT1;CAD;IARS1;GARS1;RARS2;DALRD3;CLYBL;RARS1;PARS2;IARS2;MARS1;NARS1;DPP8;WARS2;BRME1;TMEM165;AIMP1;TARS3;NARS2;DENND4A;HARS2;YARS2;MARS2;FARSA;SDCCAG8;XPNPEP3;AIMP2;GFPT2;CAVIN3;YARS1;EEF1E1;HARS1;LENG1;SLC6A5;C1orf131;PNRC1;CRABP2;NENF;SELENOM;METTL2A;METTL6
41	REAC:R-HSA-192105	VAPB;OSBPL7;CERT1;MOSPD1;MOSPD3;VAPA;STARD3NL;MOSPD2;STARD3;TMEM65;REEP6;REEP5;RTN1;RTN4;PPM1L;OSBPL11;OSBPL9;TMED8;ACBD3;ACBD5;TMEM33;OSBPL1A;RMDN3;ATL2;RASD2;RTN3;RTN2;OSBPL6;OSBPL3;ACBD4;ATL3;OSBP;PITPNM2;REEP3;SNX15;TMEM128;REEP2;RAB3GAP1;KLRF1;IFITM3;FIG4;JMY;VPS13A;ARL6IP1;CLEC2B;OSBP2;REEP4;REEP1;RMDN2;RAB3GAP2;OSBPL2;PITPNM1;WDR44;FAM241A;CLN8;ATL1;ZFPL1;TMEM208
42	REAC:R-HSA-373080	AFM;FZD3;PRICKLE3;WLS;WNT8B;ROR1;WNT5B;CELSR2;FZD5;FZD7;SCRIB;WNT1;FZD4;WNT11;SFRP5;MUSK;WNT2B;WNT2;WNT6;FRZB;NOTUM;FZD9;CELSR1;VANGL2;SFRP4;WNT5A;VANGL1;HILPDA;CORIN;FZD1;FZD6;WNT9A;CELSR3;FZD10;IGFBP4;DOK7;WIF1;FZD8;APCDD1;WNT7B;WNT9B;WNT10A;ROR2;DACT3;WNT7A;CTHRC1;PTK7;FZD2;WNT4;WNT16;WNT10B;RYK;RORA;WNT8A;WNT3A;SFRP1;WNT3
43	REAC:R-HSA-420029	CLDN12;GJA1;TJP1;GJD2;CLDN18;TJP2;YBX3;MARVELD2;CLDN7;CLDN1;OCLN;MAGIX;F11R;CLDN11;CLDN8;CLDN6;CLDN5;CLDN10;CLDN19;CLDN16;CLDN9;CLDN20;CLDN2;CLDN22;CLDN3;CLDN14;CLDN23;CLDN15;GJA3;CNST;GJC2;CGN;GJA5;USP53;None;GJA4;CLMP;CCN3;TJP3;GJB5;GJB2;VSIG1;GJB7;GJA9;GJA10;GJA8;GJD4;GJE1;GJC3;GJB3;GJB4;GJD3;TACSTD2;MARVELD3
44	REAC:R-HSA-936837	KCNJ11;SLC9A2;ATP2A2;KCNJ1;TESC;CHP2;FKBP1C;PPP3R2;FKBP3;CHP1;CIB4;ATP1B4;WFS1;ATP1B1;ATP1B3;SLC9A1;ABCC8;KCNJ8;ATP1A1;STAB2;HMMR;ABCG8;None;ABCB8;FXYD4;ABCD4;GPR156;ATP4A;ATP1B2;ATP1A2;ABCA2;ATP12A;ABCC9;PLN;ATP1A3;FXYD2;PGAP6;ABCB6;ATP1A4;FXYD1;ATP4B;SHBG;TMEM98;HYAL2;ZNRF2;ZNRF1;SLC9A4;LYVE1;FXYD6-FXYD2;FXYD7;RS1;FXYD3;HRC;SRL;MORN4;SLC9A5
45	REAC:R-HSA-444473	S100A1;S100A2;S100A6;S100A10;ANXA1;ANXA2;TRPV6;S100A4;LTB4R;S100A7;ANXA5;SLPI;HEBP1;FPR3;ANXA4;PLGRKT;HTRA4;TRPV5;AHNAK;RTKN;S100B;PLGLB2;PLGLB1;ANXA11;TRPM3;S100A12;AGER;SDF4;S100P;S100A3;S100A11;TRIM72;S100A7A;S100G;S100A14;S100A5;ANXA6;ANXA8L1;ANXA8;LGALS13;GCM1;DYSF;ANXA13;FPR2;ANXA3;HSH2D;CEP20;CCL23;HTR4;None;SLC8A1;S100Z;SMIM14;ANXA2R
46	REAC:R-HSA-72187	CLP1;CPSF7;SRSF9;THOC2;CPSF4;MAGOH;CPSF3;THOC3;SARNP;PAPOLA;CPSF6;FIP1L1;PABPN1;None;CHTOP;SRSF1;SYMPK;ALYREF;SRSF5;NCBP2;SRSF2;DDX39B;MAGOHB;THOC5;CPSF1;POLDIP3;CSTF1;DHX38;SRSF6;THOC7;UPF3B;SRSF3;RBM8A;THOC6;CSTF2T;SRSF7;FYTTD1;DDX39A;LUZP4;U2AF2;NCBP1;CASC3;PCF11;SRSF4;U2AF1L4;RNPS1;THOC1;NUDT21;CSTF3;SRRM1;CSTF2;SLU7;CPSF2;SRSF11;WDR33
47	REAC:R-HSA-6811438	VAMP3;STX4;SNAP23;STX12;STX6;NAPA;USE1;CPLX1;GOSR2;STXBP2;STX1B;STX16;VAMP2;STXBP3;YKT6;VAMP1;VTI1B;SYN2;STX3;BET1L;STX5;SEC22B;SNAP47;STX2;VAMP8;TSNARE1;BET1;SNAP29;CPLX4;VAMP7;NAPG;SNX4;STX8;STXBP5;VAMP5;CPLX3;SCFD1;STX19;None;VTI1A;STX7;STX17;STX1A;CPLX2;GOSR1;BNIP1;VAMP4;STX11;STXBP5L;STX18;STX10;NAPB;SNAP25;NSF
49	REAC:R-HSA-3214847	YY1;RUVBL2;VPS72;MRGBP;None;KAT2B;KANSL1L;SRCAP;DMAP1;MBIP;EPC1;TFPT;KAT8;KAT2A;POLE4;POLE3;EPC2;SGF29;KANSL3;YEATS2;MORF4L1;MSL1;KANSL2;INO80B;ACTL6B;WDR5;MCRS1;MSL3;MEAF6;MSL2;HCFC2;NFRKB;KAT5;DR1;RUVBL1;ZNHIT1;INO80C;KAT14;INO80E;ACTR5;ING3;INO80D;TADA3;ACTR6;YEATS4;KANSL1;TRRAP;BRD8;ACTR8;ACTL6A;ZZZ3;ANP32E
50	REAC:R-HSA-428542	ROBO4;IGDCC3;ROBO1;ROBO3;ROBO2;USHBP1;NTN1;NEO1;DCC;NTNG1;UNC5B;KALRN;TRIO;ABLIM2;None;ABLIM3;SLIT1;PRTG;DSCAM;SLIT3;IGDCC4;SLIT2;FNDC1;DRAXIN;AGAP2;UNC5D;TRIM67;SDK2;PITPNA;UNC5C;TRIM9;DSCAML1;UNC5A;LRRC4C;LRRC4;TACO1;ARHGAP39;NELL2;ADAMTSL1;CZIB;PLEKHG4B;MCF2L;NELL1;GDF10;EPG5;NTNG2;NTN3;NTN5;RNF207;ADAMTSL3;MCF2L2;ABRA;ANKRD49;KIAA1755
51	REAC:R-HSA-997272	GNG2;ADRA2B;OPN5;F2R;KCNJ6;GABBR2;PTGIR;GNG10;GABBR1;OPRM1;OPN1LW;GNGT1;ADRA2A;F2RL2;ADORA2B;GNB5;RHO;PDYN;GNB2;F2RL3;GNG7;KCNJ2;RRH;KCNJ12;P2RY1;GNG13;KCNJ9;None;GNB4;KCNJ3;GNG5;P2RY12;TBXA2R;ADRA1A;RGR;KCNJ15;ADRA1D;GNG11;POMC;GNAT2;GNB1;GNB3;OPN1SW;GNG3;GNGT2;GNAT1;KCNJ4;GNG12;ADRA2C;GNG8;GNG4;KCNJ5;OPN3
53	REAC:R-HSA-5620922	BBS1;None;BBS9;RP1;BBS2;CYTH2;MUCL3;DMP1;FBXO8;CYTH3;BBS5;BBS7;SH3GLB2;SSTR3;DIRAS1;SMO;CCDC186;ARL4C;CYTH1;ARL14;TRIM23;ARL10;ARL11;BBS4;CCDC28B;ARL5A;HAS3;HAS2;HAS1;ARL6;ARL4D;ARL5C;ARL5B;ARL9;ARL4A;PSD4;KY;MCHR1;BBIP1;C2CD3;LZTFL1;IPCEF1;HRH3;PMCH;TEPP;MCHR2;CYTIP;FRMD4B;FRMD4A
54	REAC:R-HSA-204005	SEC23IP;LMAN1L;MCFD2;SEC24D;LMAN2;LMAN1;F5;SEC23A;TRAPPC12;TRAPPC2B;SAR1A;TRAPPC2L;CTSZ;FOLR1;CTSC;SEC22C;TGFA;SEC31B;SAR1B;COL7A1;TRAPPC6B;None;SEC22A;TRAPPC6A;TFG;SEC31A;TRAPPC10;TRAPPC3;SEC24A;GORASP1;SEC13;SEC16B;TRAPPC2;F8;SEC23B;GOLGA2;CNIH2;SEC24B;TRAPPC1;TRAPPC4;CNIH1;TRAPPC13;LMAN2L;TRAPPC3L;SEC24C;AREG;CD59;TRAPPC8;SEC16A;TRAPPC5;SERPINA1;TRAPPC11;CNIH3
55	REAC:R-HSA-156590	ADH1A;GGT1;GSTA1;ADH1C;HPGDS;MAOA;GSTM5;GPX8;GSTZ1;GPX6;CYP2A13;GSR;GPX2;GSTM2;ALDH3B2;GPX5;ADH7;GSTA3;None;GPX7;GGT5;GPX3;MGST2;ALDH3A1;GSTA2;CYP2F1;CYP1B1;GSTT2B;ADH4;GSTO2;GPX4;EPHX1;GSTA5;GSTM3;GSTA4;CHAC2;MGST1;GSTP1;TXNDC12;GGT7;ADH1B;MGST3;GGT6;MAOB;GPX1;ALDH3B1;GSTM4;ADH6;GSTM1;PRDX6;GSTO1;ADH5
56	REAC:R-HSA-5260271	TICAM1;S100A9;SIGLEC6;IL36RN;IRAK1;LY86;TOLLIP;S100A8;CLEC7A;SARM1;IL33;MYD88;PELI1;IL1RN;EIF2AK2;PELI2;UNC93B1;TLR4;IL36B;TLR8;TLR2;IL36A;SIGLEC9;TLR10;IL1R1;SIGIRR;TRIL;TLR5;CD14;None;IL1B;CD180;CNPY3;IL1RAP;IL1F10;TLR7;IL1RL2;TICAM2;IL1RL1;IRAK2;LY96;TIRAP;IRAK3;TLR9;IL36G;TLR1;IL1R2;TLR3;IL1A;LBP
57	REAC:R-HSA-8874211	ATF4;RTL6;MAFF;NFE2L1;MAF;PDZRN3;BATF3;NFATC4;CREB3L2;RNF151;CREB3;DDIT3;PDZRN4;FOSL2;MAFG;CREM;EGR4;BACH1;JUNB;FOSL1;BACH2;CREB3L1;NFE2L2;CREBL2;CREB3L3;NFE2;DBP;ATF3;CREBZF;ATF1;NFE2L3;CREB3L4;NFATC1;ATF7;EGR1;JDP2;JUND;CREBRF;TRAF7;NFATC2;NFATC3;USF2;CREB5;CEBPD;MLLT6;ATF5;BATF;FOSB;MAFK;CEBPE;RNF41;CEBPG;BATF2
58	REAC:R-HSA-112409	MAPK13;MAPKAPK3;DUSP9;DUSP6;MAP3K19;MAPK7;DUSP3;MAPKAPK2;DUSP26;ATF7-NPFF;DUSP19;SSH2;DUSP1;MEF2B;TAOK2;MAP2K3;PPTC7;CABIN1;PPM1D;GADD45A;MAPK11;DUSP7;DUSP13;STYXL2;SSH3;DUSP10;ILKAP;DUSP15;DUSP4;MAP3K4;DUSP5;MAPK6;MAPKAPK5;GADD45G;MAP2K5;MAP2K6;PTPRR;STYX;STYXL1;ETV1;MAPK15;MKNK1;MAPK14;PP2D1;DUSP8;MAPK4;PPM1K;PTPN20;MAPK12;DUSP29;DUSP2;MAP3K15
59	REAC:R-HSA-5620916	EXOC7;RAB11FIP4;ASAP1;ASAP3;RAB11FIP3;ARF6;USP6;RHOQ;RALA;EXOC5;EXOC8;EXOC2;TNFAIP2;EXOC6;EXOC1;EXOC3;EXOC4;RALB;EXOC6B;STXBP6;RUBCN;OAS1;EXOC3L4;EXOC3L1;EXOC3L2;ACAP1;GULP1;None;CNGA2;CNGA1;PKD1;TRIP10;SLC17A6;CNGB1;PKD2;MEGF6;FUT2;CNGA4;LAPTM4B;CNGB3;FAM3D;PKHD1;PKD1L3;PKD1L1;MEGF10;SLC24A1;PKD2L1;SLC24A2
